Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
32549,22073375110,5,1.0,,0,0,0,2021-06-18,This mask is the best 5 minute pick-me-up for my skin. I use it after a long flight or when I’ve had a sleepless night or a long day at work. It refreshes and makes my skin super soft and supple unlike other formulas that can leave it feeling tight,Skincare staple,fair,brown,combination,black,P472024,Skin Mud Pure Vitamin C Brightening Mask,DAMDAM,48.0
3850,7632553373,4,1.0,,0,0,0,2020-03-11,"I received this product complimentary from Sobel and was thrilled to try it as Niacinamide does wonders for my skin. This has helped soften fine lines, my pores are visibly smaller and it has kept oiliness at bay. Only gets a 4/5 because as others have mentioned it has a strong cucumber smell.",,mediumTan,brown,combination,brown,P451748,15% Niacinamide Gel Serum,SOBEL SKIN Rx,75.0
37874,12623582375,5,1.0,1.0,3,0,3,2022-06-02,"Holy moly- this felt like the mother of sunscreens on my face. It wasn’t sticky, even when I was sweaty/nasty. It didn’t leave my face looking oily at all. It works, it doesn’t smell like puke when it’s going on your face, and it never caused breakouts. 11/10 would buy again",Holiest of Molies,light,hazel,combination,blonde,P482740,Mini Urban Environment Oil-Free Sunscreen Broad-Spectrum SPF 42,Shiseido,35.0
41878,6175330136,5,1.0,1.0,3,0,3,2021-10-22,Amazing product! Makes the texture of my skin feel fantastic and helped with my dark sports.,,fair,green,combination,brown,P470245,Complexion Brightening Booster Serum,ROSE Ingleton MD,70.0
29463,22188820724,5,1.0,,0,0,0,2022-02-26,I was gifted by face gym their new serum. The Hydro-Bound Hyaluronic Acid + Niacinamide Serum is super lightweight and completely absorbed with no stickiness or residue whatsoever.  I love it so far!!,Lovely serum,light,blue,dry,blonde,P476675,Hydro-Bound Hyaluronic Acid + Niacinamide Serum,FaceGym,68.0
3025,8644387121,5,1.0,1.0,3,0,3,2022-02-12,"After years of trying different moisturizers for my dry skin, I’ve found the perfect one! I love this moisturizer and have been using it for a few yrs now. Please bring it back in the stores because it’s easier to buy it.",,mediumTan,brown,dry,black,P447200,Baba Bomb Moisturizer,tarte,39.0
47369,1449815648,4,0.0,1.0,3,0,3,2018-03-07,"My skin looked good after this masque but not amazing. I agree with the other reviewer that the “bits” in this masque weren’t desirable. It was way too grainy & gritty for me. They should advertise this as an exfoliation masque. I’m not honestly sure of the benefits of it, hence the reduced star.",Too many exfoliating bits,fair,hazel,dry,blonde,P429538,Lotus Youth Preseve Rescue Mask Mini,fresh,28.0
31121,1418149710,3,1.0,0.6521739959716797,23,8,15,2019-12-16,"Works very well. Natural result. I’ve used it for quite some time. Unfortunately, my last bottle arrived without a top and the product was spilled all over the box. I’m not quite sure how Sephora would allow a product to ship without a lid, but that was surprising. I called customer service to let them know and they were not very helpful. 3 stars overall but had to deduct for packaging and customer service.",Missing bottle top,light,brown,normal,brown,P424984,HYDRA MOUSSE Hydrating Self-Tan Mousse,TAN-LUXE,49.0
10676,25209429408,4,1.0,0.0,1,1,0,2022-10-26,I really have enjoyed using this Eczema care kit from Skinfix. Thankfully my exczema does not get too bad and this kit has done a wonderful job of handling any issues. Very gentle on my skin and very positive and quick results,Very satisfied,lightMedium,brown,dry,blonde,P446916,Eczema+ Care Kit,Skinfix,35.0
5582,35559774071,4,1.0,,0,0,0,2022-03-26,"***I would give this 5 stars, if I had the option available on here!  It only let me put 4 stars!***Upon opening the package, I read the background information of Lancome Absolue.  Apparently, Lancome hired a special rose cultivator to cultivate & harvest a special one of a kind rose-- The Lancome Rose-- specifically just for their products!   When opening the beautiful gold jar, you can instantly smell the rose scent.  I’m typically not a fan of Rose smelling stuff, but this was different.  It felt more luxurious and authentic.  I dab bits of this on my eyes every morning and every night, after removing my makeup and washing my face.  The satin consistency really does a good job of moisturizing the eye area without making it feel greasy.  I notice puffiness going away immediately after using it.  The small jar will last me quite a while. I would buy this, or buy it for a loved one.",A real treat for your crow's feet!,light,brown,oily,brown,P474844,Absolue Revitalizing Eye Cream,Lancôme,135.0
28291,2086650753,3,1.0,,0,0,0,2022-02-13,"1. How does this product compare to other products you’ve tried?The make up removing balm does a good job removing makeup.The micro peel is ok. It is delicate so won’t remove acne scars. Leaves skin soft.The moisturizer is fine. Since it has citrus, it won’t be great for the summer and could cause issues if mixed with other products.2. What are some benefits of owning this product?Easy step process. However, the two bottles are yellow, so I’d say for colour blind people you need to be careful of which to use. Also, the 3 are not daily, like the peel is only 3-4 times a week so you can’t set the set on your counter and use it every morning or evening. You need to keep track of when you do the peel.3. Would you buy this product?Maybe the moisturizer. 4.Would you recommend this product to your friends or family?Sure, they could give it a try. Especially if the love citrus.",Review for trio set,light,green,combination,blonde,P475143,NUDESKIN 3-Step: Citrus Renew Set For Makeup,NUDESTIX,29.0
8088,7104395004,4,1.0,,0,0,0,2019-04-29,I had the pleasure of using this product. I used this on darkness under my eyes. I probably ended up leaving it on for a good 10 hours. When I removed these “patches“ I could see a little bit of difference. The redness had diminished and my eyes seemed more refreshed. This is a product I would use but I do wish the patches covered more area and were shaped to fit under the eye. I received this product complimentary for testing purposes.,Pleasantly surprised it worked.,light,brown,combination,brown,P442854,Focuspot Dark Spot Micro Tip Patch,Dr. Jart+,20.0
48459,991192960,4,1.0,0.8888890147209167,9,1,8,2020-03-04,I like to use this mask before makeup although this mask makes skin look great without makeup,,lightMedium,Grey,normal,brown,P436347,Glow Addict Activated Mask,FOREO,21.99
6887,6552242224,5,,0.6149730086326599,187,72,115,2015-08-18,"I love this tool for microdermabrasion on my skin, the pores have been cleaned in depth and love !!! thanks PMD",amazing!,,,,,P398502,Personal Microderm Pro,PMD,199.0
36192,1173831882,5,1.0,0.8666669726371765,15,2,13,2020-06-14,My whole family ... three generations love this product !,Two thumbs up,lightMedium,hazel,normal,auburn,P383308,Age Arrest Eye Cream,Kate Somerville,98.0
985,8033049829,1,0.0,0.2666670083999634,30,22,8,2020-03-06,"I’ve used this product for years.  The last bottle I purchased has a strong smell, and does nothing to protect from the sun.  I’ve been using it, but I have a tan.",No longer protects against the sun,deep,brown,normal,black,P385262,Ultimate Sun Protection Spray Broad Spectrum SPF 50+ For Face/Body,Shiseido,40.0
46671,5359428814,5,1.0,0.5,4,2,2,2021-05-20,Liked it very much.. it smooth my skin like baby..,My body buffer,mediumTan,brown,dry,brown,P466878,Mini Alpha Beta Exfoliating Body Treatment Peel,Dr. Dennis Gross Skincare,18.0
22876,1637750914,5,1.0,0.0,1,1,0,2020-05-09,This cleanser is my all time favorite.  My skin has never looked or felt better than when I use this. The travel size lasted throughout my entire summer vacation spent in Europe and I was sad when I ran out. Will always repurchase this cleanser!!!,Holy grail cleanser forever,light,brown,combination,blonde,P456413,Mini Greek Yoghurt Foaming Cream Cleanser,KORRES,16.0
14443,5430832139,5,1.0,1.0,1,0,1,2020-10-20,Helped my skin clear up and made it softer. My skin was breaking out from wearing masks a d I struggled to find something that worked. Using this cleared my skin right up. I received this as a complementary trial product. I would recommend this to anyone.,,fair,brown,dry,brown,P464244,Vitamin C Brightening Toner,Dr. Zenovia Skincare,38.0
38888,5684788084,5,1.0,1.0,4,0,4,2023-03-04,This cream is fantastic! Started using tretinoin about a year ago and this is one of my to go creams when my skin is feeling extra dry and tight! Love this so much!,One of my favorites!,light,brown,combination,brown,P504794,After Baume Moisture Barrier Recovery Cream,Glossier,28.0
25554,30412615222,3,1.0,0.6666669845581055,6,2,4,2022-10-17,"Not sure what to expect. From first use, it did make my skin flake so I was a bit shocked. Used it once a week so that my skin can get used to it. Does not give serum, more cream and it does not smooth on the face well enough for me. Almost makes me look ashy. But it’s okay since it does under my face cream. However, skin does look better after three weeks of use.",New to Retinol,tan,brown,combination,,P502691,SuperSolutions 1% Retinol Serum,The INKEY List,24.99
5012,7891345907,3,0.0,1.0,1,0,1,2018-08-23,"Origins for me is a mask brand. Or at least that’s their bread and butter imo. I did use the whole bottle but haven’t noticed a huge diff (albeit I don’t have huge undereye problems). I think for $61, not worth it. Very likely won’t grab it again. On the plus side, my eyes were never irritated (even if I used the excess under my browbone/on lids), and they felt moisturized. Packaging cute but all the writing rubbed off after a few weeks.",Meh.,fair,hazel,combination,brown,P394702,Plantscription Anti-Aging Power Eye Cream,Origins,58.0
7134,21269450335,5,1.0,0.0,1,1,0,2023-03-06,"Gifted by Tatcha. My face has never been so soft! It seriously feels like silk. Maybe that’s why it’s called the silk serum?! It applies nicely and absorbs quickly leaving my face with a beautiful healthy glow. Now that I’ve been using this twice a day for a few weeks now, I can say my complexion is much more even and  brighter, my skin looks firmer, hydrated, and the redness in my cheeks has slightly diminished. The packaging is beautiful and I was surprised by how lightweight it is. The serum itself is really pretty, it almost looks like it’s iridescent. I’m beyond impressed with this serum and my results.",,light,hazel,combination,brunette,P504506,The Silk Serum Wrinkle-Smoothing Retinol Alternative,Tatcha,98.0
28945,21316621099,5,1.0,0.800000011920929,5,1,4,2022-10-28,This cleans very well! I use this every day and go in circular motions all over my face! It doesn’t feel stripping at all and feels balanced. I don’t feel any tightening after cleaning with this. I would say to use about two to three pumps at once.,Cleanser!,fair,brown,dry,black,P447783,Cleanser,Dr. Barbara Sturm,75.0
